temperature_2m,relativehumidity_2m,cloudcover,windspeed_10m,shortwave_radiation,ts
23.0,89,100,23.8,0.0,2023-01-21 00:00:00
23.3,88,100,33.4,0.0,2023-01-21 01:00:00
23.7,85,100,27.2,0.0,2023-01-21 02:00:00
24.1,82,100,23.3,0.0,2023-01-21 03:00:00
24.2,82,100,23.4,0.0,2023-01-21 04:00:00
24.2,83,48,19.3,0.0,2023-01-21 05:00:00
23.3,87,100,13.0,0.0,2023-01-21 06:00:00
23.1,86,100,10.3,0.0,2023-01-21 07:00:00
23.1,87,100,14.0,0.0,2023-01-21 08:00:00
22.7,90,100,14.8,0.0,2023-01-21 09:00:00
23.0,89,100,16.0,41.0,2023-01-21 10:00:00
24.0,82,100,24.1,187.0,2023-01-21 11:00:00
23.2,87,100,6.1,145.0,2023-01-21 12:00:00
23.3,86,100,9.5,192.0,2023-01-21 13:00:00
24.3,80,100,12.3,361.0,2023-01-21 14:00:00
26.1,71,99,14.0,551.0,2023-01-21 15:00:00
28.3,61,100,16.2,857.0,2023-01-21 16:00:00
29.2,56,60,19.6,809.0,2023-01-21 17:00:00
30.1,49,26,20.9,920.0,2023-01-21 18:00:00
30.5,44,13,22.6,798.0,2023-01-21 19:00:00
29.8,48,11,23.7,649.0,2023-01-21 20:00:00
29.5,48,11,21.7,443.0,2023-01-21 21:00:00
28.9,51,1,15.8,253.0,2023-01-21 22:00:00
27.3,55,0,14.3,71.0,2023-01-21 23:00:00
26.8,65,0,8.9,0.0,2023-01-22 00:00:00
25.5,63,0,14.0,0.0,2023-01-22 01:00:00
24.6,65,0,12.6,0.0,2023-01-22 02:00:00
23.6,71,0,7.4,0.0,2023-01-22 03:00:00
22.7,75,0,6.6,0.0,2023-01-22 04:00:00
22.2,77,0,9.3,0.0,2023-01-22 05:00:00
21.7,77,0,11.3,0.0,2023-01-22 06:00:00
21.3,78,0,12.0,0.0,2023-01-22 07:00:00
20.8,79,0,10.0,0.0,2023-01-22 08:00:00
20.3,82,0,7.4,0.0,2023-01-22 09:00:00
20.8,81,0,8.5,47.0,2023-01-22 10:00:00
22.8,76,0,6.8,229.0,2023-01-22 11:00:00
25.4,67,0,5.4,447.0,2023-01-22 12:00:00
27.6,56,0,7.4,651.0,2023-01-22 13:00:00
29.3,47,0,10.5,825.0,2023-01-22 14:00:00
30.8,39,28,15.9,955.0,2023-01-22 15:00:00
31.1,38,19,16.3,932.0,2023-01-22 16:00:00
31.4,38,23,14.8,905.0,2023-01-22 17:00:00
31.7,36,17,13.3,854.0,2023-01-22 18:00:00
31.9,35,74,11.8,790.0,2023-01-22 19:00:00
31.2,35,55,12.5,632.0,2023-01-22 20:00:00
29.2,44,100,22.9,375.0,2023-01-22 21:00:00
28.2,51,100,17.9,174.0,2023-01-22 22:00:00
25.5,62,100,14.0,28.0,2023-01-22 23:00:00
27.0,51,99,18.4,0.0,2023-01-23 00:00:00
25.2,58,100,12.6,0.0,2023-01-23 01:00:00
24.9,59,17,16.2,0.0,2023-01-23 02:00:00
24.1,65,2,13.9,0.0,2023-01-23 03:00:00
23.4,68,0,15.0,0.0,2023-01-23 04:00:00
23.0,68,0,19.2,0.0,2023-01-23 05:00:00
22.4,72,0,15.8,0.0,2023-01-23 06:00:00
22.0,80,0,14.6,0.0,2023-01-23 07:00:00
21.7,85,0,14.0,0.0,2023-01-23 08:00:00
21.6,88,0,11.2,0.0,2023-01-23 09:00:00
21.7,88,0,11.4,45.0,2023-01-23 10:00:00
22.7,83,0,10.7,220.0,2023-01-23 11:00:00
24.1,69,0,6.0,442.0,2023-01-23 12:00:00
25.5,62,0,6.4,664.0,2023-01-23 13:00:00
26.4,59,0,8.2,845.0,2023-01-23 14:00:00
27.1,56,0,8.2,973.0,2023-01-23 15:00:00
28.1,49,10,7.1,1039.0,2023-01-23 16:00:00
28.9,45,3,8.4,1038.0,2023-01-23 17:00:00
29.2,46,10,9.4,981.0,2023-01-23 18:00:00
29.3,47,15,7.7,864.0,2023-01-23 19:00:00
29.1,49,0,6.9,695.0,2023-01-23 20:00:00
28.6,51,0,9.2,490.0,2023-01-23 21:00:00
27.7,52,0,13.0,269.0,2023-01-23 22:00:00
26.3,57,0,10.4,71.0,2023-01-23 23:00:00
25.8,67,0,7.6,0.0,2023-01-24 00:00:00
25.6,67,0,11.2,0.0,2023-01-24 01:00:00
25.5,62,0,11.2,0.0,2023-01-24 02:00:00
25.2,68,0,14.7,0.0,2023-01-24 03:00:00
24.9,66,0,14.6,0.0,2023-01-24 04:00:00
24.7,65,0,15.5,0.0,2023-01-24 05:00:00
24.5,65,0,17.3,0.0,2023-01-24 06:00:00
24.0,68,0,17.4,0.0,2023-01-24 07:00:00
23.7,62,0,16.9,0.0,2023-01-24 08:00:00
23.7,61,2,16.6,0.0,2023-01-24 09:00:00
23.8,56,0,21.4,45.0,2023-01-24 10:00:00
24.6,50,34,21.0,229.0,2023-01-24 11:00:00
25.1,55,100,18.4,445.0,2023-01-24 12:00:00
26.3,50,68,18.4,644.0,2023-01-24 13:00:00
27.6,46,5,19.1,815.0,2023-01-24 14:00:00
28.9,43,12,18.1,951.0,2023-01-24 15:00:00
30.3,36,31,17.5,1000.0,2023-01-24 16:00:00
31.4,31,100,16.9,1020.0,2023-01-24 17:00:00
31.9,31,100,14.7,851.0,2023-01-24 18:00:00
31.3,34,100,13.6,445.0,2023-01-24 19:00:00
30.9,41,100,13.1,226.0,2023-01-24 20:00:00
30.0,44,100,18.1,174.0,2023-01-24 21:00:00
29.6,44,100,12.2,92.0,2023-01-24 22:00:00
28.5,48,26,14.8,41.0,2023-01-24 23:00:00
28.8,45,11,0.8,0.0,2023-01-25 00:00:00
27.1,55,100,12.2,0.0,2023-01-25 01:00:00
26.0,60,31,4.7,0.0,2023-01-25 02:00:00
24.5,71,0,4.7,0.0,2023-01-25 03:00:00
23.8,64,0,9.7,0.0,2023-01-25 04:00:00
22.9,66,0,8.4,0.0,2023-01-25 05:00:00
22.1,71,0,13.6,0.0,2023-01-25 06:00:00
21.6,73,0,12.3,0.0,2023-01-25 07:00:00
21.1,77,0,11.9,0.0,2023-01-25 08:00:00
20.6,81,1,15.8,0.0,2023-01-25 09:00:00
20.9,82,1,16.2,41.0,2023-01-25 10:00:00
22.5,77,0,13.2,217.0,2023-01-25 11:00:00
24.3,73,0,8.9,434.0,2023-01-25 12:00:00
26.4,67,29,11.4,643.0,2023-01-25 13:00:00
27.9,63,100,9.3,819.0,2023-01-25 14:00:00
29.0,60,99,8.8,906.0,2023-01-25 15:00:00
29.1,59,10,9.7,804.0,2023-01-25 16:00:00
30.2,54,54,10.5,949.0,2023-01-25 17:00:00
30.6,49,13,15.2,916.0,2023-01-25 18:00:00
29.3,60,39,22.3,790.0,2023-01-25 19:00:00
29.6,60,100,22.1,648.0,2023-01-25 20:00:00
27.5,71,54,23.8,379.0,2023-01-25 21:00:00
26.2,76,52,24.9,214.0,2023-01-25 22:00:00
25.1,82,37,27.2,57.0,2023-01-25 23:00:00
25.0,83,9,30.2,0.0,2023-01-26 00:00:00
24.7,84,17,29.7,0.0,2023-01-26 01:00:00
24.9,81,7,25.7,0.0,2023-01-26 02:00:00
25.1,76,36,20.5,0.0,2023-01-26 03:00:00
24.8,83,89,16.7,0.0,2023-01-26 04:00:00
24.7,86,79,11.9,0.0,2023-01-26 05:00:00
25.0,84,99,6.6,0.0,2023-01-26 06:00:00
25.3,75,86,12.6,0.0,2023-01-26 07:00:00
25.1,68,56,20.4,0.0,2023-01-26 08:00:00
24.5,77,79,23.4,0.0,2023-01-26 09:00:00
25.3,76,27,23.6,28.0,2023-01-26 10:00:00
25.5,74,26,24.8,170.0,2023-01-26 11:00:00
26.4,65,19,18.3,406.0,2023-01-26 12:00:00
27.5,61,52,17.6,492.0,2023-01-26 13:00:00
28.5,55,98,14.0,647.0,2023-01-26 14:00:00
28.8,56,78,12.3,663.0,2023-01-26 15:00:00
26.8,68,73,11.9,850.0,2023-01-26 16:00:00
27.9,63,21,17.1,840.0,2023-01-26 17:00:00
28.9,61,20,13.8,912.0,2023-01-26 18:00:00
28.2,63,19,19.1,792.0,2023-01-26 19:00:00
28.0,62,41,18.1,614.0,2023-01-26 20:00:00
27.4,67,28,15.9,379.0,2023-01-26 21:00:00
27.5,68,20,12.2,225.0,2023-01-26 22:00:00
27.2,73,29,10.8,61.0,2023-01-26 23:00:00
27.6,67,17,13.5,0.0,2023-01-27 00:00:00
27.4,69,11,16.6,0.0,2023-01-27 01:00:00
27.1,73,0,16.6,0.0,2023-01-27 02:00:00
26.7,77,0,15.9,0.0,2023-01-27 03:00:00
26.5,78,0,14.9,0.0,2023-01-27 04:00:00
26.2,80,1,13.0,0.0,2023-01-27 05:00:00
26.1,84,4,14.8,0.0,2023-01-27 06:00:00
26.0,78,5,10.2,0.0,2023-01-27 07:00:00
25.7,80,85,8.9,0.0,2023-01-27 08:00:00
26.3,79,100,3.6,0.0,2023-01-27 09:00:00
22.1,88,100,31.6,13.0,2023-01-27 10:00:00
22.6,92,100,5.1,14.0,2023-01-27 11:00:00
22.5,93,100,14.8,130.0,2023-01-27 12:00:00
22.7,94,100,8.0,113.0,2023-01-27 13:00:00
23.0,93,100,11.3,113.0,2023-01-27 14:00:00
24.0,89,100,8.9,215.0,2023-01-27 15:00:00
24.7,87,100,2.1,320.0,2023-01-27 16:00:00
26.1,83,100,8.7,518.0,2023-01-27 17:00:00
26.1,82,100,12.1,104.0,2023-01-27 18:00:00
26.3,83,100,12.6,179.0,2023-01-27 19:00:00
26.1,83,100,13.0,201.0,2023-01-27 20:00:00
25.8,83,100,13.0,167.0,2023-01-27 21:00:00
25.3,86,100,12.6,80.0,2023-01-27 22:00:00
24.7,89,100,10.9,32.0,2023-01-27 23:00:00
24.4,86,100,3.9,0.0,2023-01-28 00:00:00
24.1,85,100,4.7,0.0,2023-01-28 01:00:00
23.8,85,100,4.7,0.0,2023-01-28 02:00:00
23.2,89,100,5.1,0.0,2023-01-28 03:00:00
23.0,88,100,4.1,0.0,2023-01-28 04:00:00
22.8,88,0,12.6,0.0,2023-01-28 05:00:00
22.4,92,2,10.7,0.0,2023-01-28 06:00:00
22.1,94,1,12.7,0.0,2023-01-28 07:00:00
22.1,96,10,14.8,0.0,2023-01-28 08:00:00
22.1,96,21,14.8,0.0,2023-01-28 09:00:00
22.0,96,33,15.4,32.0,2023-01-28 10:00:00
22.6,92,6,15.0,182.0,2023-01-28 11:00:00
24.3,85,30,13.3,399.0,2023-01-28 12:00:00
26.0,75,100,13.7,544.0,2023-01-28 13:00:00
27.4,68,60,12.9,736.0,2023-01-28 14:00:00
28.2,63,36,12.2,868.0,2023-01-28 15:00:00
28.8,60,36,11.2,896.0,2023-01-28 16:00:00
28.7,63,37,10.9,863.0,2023-01-28 17:00:00
28.3,72,33,12.2,843.0,2023-01-28 18:00:00
25.7,86,59,15.2,705.0,2023-01-28 19:00:00
25.8,82,47,11.1,477.0,2023-01-28 20:00:00
26.1,79,53,15.8,309.0,2023-01-28 21:00:00
25.5,81,26,21.4,192.0,2023-01-28 22:00:00
25.0,82,25,22.4,50.0,2023-01-28 23:00:00
24.8,84,4,24.0,0.0,2023-01-29 00:00:00
24.4,85,8,22.7,0.0,2023-01-29 01:00:00
24.2,86,14,21.4,0.0,2023-01-29 02:00:00
23.9,86,24,20.0,0.0,2023-01-29 03:00:00
23.6,87,24,18.1,0.0,2023-01-29 04:00:00
23.4,88,25,17.1,0.0,2023-01-29 05:00:00
23.1,89,18,15.6,0.0,2023-01-29 06:00:00
22.7,91,12,15.4,0.0,2023-01-29 07:00:00
22.3,92,11,15.6,0.0,2023-01-29 08:00:00
22.0,92,5,15.8,0.0,2023-01-29 09:00:00
22.2,91,15,17.3,32.0,2023-01-29 10:00:00
23.2,85,23,18.1,192.0,2023-01-29 11:00:00
24.9,78,14,16.6,397.0,2023-01-29 12:00:00
25.5,73,8,17.0,595.0,2023-01-29 13:00:00
25.9,67,1,18.6,812.0,2023-01-29 14:00:00
26.1,65,0,21.7,954.0,2023-01-29 15:00:00
26.3,63,0,24.1,1028.0,2023-01-29 16:00:00
26.1,63,1,25.6,1035.0,2023-01-29 17:00:00
25.9,62,0,27.0,971.0,2023-01-29 18:00:00
25.7,58,0,28.4,840.0,2023-01-29 19:00:00
25.3,58,0,29.2,688.0,2023-01-29 20:00:00
24.6,62,0,29.7,486.0,2023-01-29 21:00:00
23.7,68,0,28.9,262.0,2023-01-29 22:00:00
22.8,73,0,26.9,65.0,2023-01-29 23:00:00
22.3,75,0,25.8,0.0,2023-01-30 00:00:00
22.0,79,15,25.0,0.0,2023-01-30 01:00:00
21.9,79,8,24.1,0.0,2023-01-30 02:00:00
22.0,79,13,23.6,0.0,2023-01-30 03:00:00
22.1,78,17,22.5,0.0,2023-01-30 04:00:00
22.1,78,10,21.7,0.0,2023-01-30 05:00:00
22.1,78,20,20.5,0.0,2023-01-30 06:00:00
21.9,79,25,20.1,0.0,2023-01-30 07:00:00
21.6,80,7,18.8,0.0,2023-01-30 08:00:00
21.4,79,1,19.6,0.0,2023-01-30 09:00:00
21.7,80,0,19.6,34.0,2023-01-30 10:00:00
22.3,78,9,19.8,211.0,2023-01-30 11:00:00
23.5,71,19,21.5,421.0,2023-01-30 12:00:00
24.0,69,69,19.7,530.0,2023-01-30 13:00:00
24.6,68,59,16.3,706.0,2023-01-30 14:00:00
25.2,65,56,14.6,843.0,2023-01-30 15:00:00
25.5,65,17,13.1,963.0,2023-01-30 16:00:00
26.0,62,0,9.7,969.0,2023-01-30 17:00:00
26.8,57,0,8.3,951.0,2023-01-30 18:00:00
27.3,57,0,7.3,854.0,2023-01-30 19:00:00
27.5,55,0,7.6,687.0,2023-01-30 20:00:00
26.8,62,0,13.5,479.0,2023-01-30 21:00:00
25.3,75,0,19.1,257.0,2023-01-30 22:00:00
24.7,79,0,21.3,62.0,2023-01-30 23:00:00
24.2,83,0,22.8,0.0,2023-01-31 00:00:00
24.1,85,0,22.0,0.0,2023-01-31 01:00:00
24.0,85,0,20.4,0.0,2023-01-31 02:00:00
23.9,85,2,19.5,0.0,2023-01-31 03:00:00
23.8,85,3,18.4,0.0,2023-01-31 04:00:00
23.6,86,1,15.2,0.0,2023-01-31 05:00:00
23.3,87,6,9.4,0.0,2023-01-31 06:00:00
22.6,90,17,5.6,0.0,2023-01-31 07:00:00
21.9,92,17,6.6,0.0,2023-01-31 08:00:00
21.5,93,14,8.1,0.0,2023-01-31 09:00:00
21.6,93,1,11.7,30.0,2023-01-31 10:00:00
23.0,89,0,11.8,198.0,2023-01-31 11:00:00
25.2,79,20,9.7,414.0,2023-01-31 12:00:00
26.2,72,22,10.8,580.0,2023-01-31 13:00:00
27.3,65,38,10.5,771.0,2023-01-31 14:00:00
28.1,59,57,10.6,874.0,2023-01-31 15:00:00
27.6,68,23,14.7,857.0,2023-01-31 16:00:00
26.9,73,12,17.4,895.0,2023-01-31 17:00:00
27.3,67,15,15.8,827.0,2023-01-31 18:00:00
27.5,68,32,17.3,760.0,2023-01-31 19:00:00
26.6,71,34,20.0,617.0,2023-01-31 20:00:00
25.9,69,21,20.9,417.0,2023-01-31 21:00:00
25.7,76,24,23.9,223.0,2023-01-31 22:00:00
24.8,80,30,24.4,54.0,2023-01-31 23:00:00
24.5,83,89,23.0,0.0,2023-02-01 00:00:00
24.3,83,12,22.2,0.0,2023-02-01 01:00:00
23.9,85,2,19.5,0.0,2023-02-01 02:00:00
23.6,87,2,18.2,0.0,2023-02-01 03:00:00
23.3,87,15,19.0,0.0,2023-02-01 04:00:00
23.2,88,26,20.3,0.0,2023-02-01 05:00:00
23.3,88,44,20.0,0.0,2023-02-01 06:00:00
23.3,85,80,18.1,0.0,2023-02-01 07:00:00
23.5,82,64,17.3,0.0,2023-02-01 08:00:00
23.6,81,100,16.5,0.0,2023-02-01 09:00:00
23.4,84,100,14.7,22.0,2023-02-01 10:00:00
23.8,81,46,17.3,159.0,2023-02-01 11:00:00
24.6,74,90,17.6,358.0,2023-02-01 12:00:00
25.3,71,100,20.2,501.0,2023-02-01 13:00:00
25.3,71,100,20.3,427.0,2023-02-01 14:00:00
25.8,68,100,20.0,553.0,2023-02-01 15:00:00
26.1,65,98,20.5,669.0,2023-02-01 16:00:00
26.5,62,100,22.1,713.0,2023-02-01 17:00:00
26.9,63,100,23.1,948.0,2023-02-01 18:00:00
26.7,61,100,23.5,743.0,2023-02-01 19:00:00
25.9,63,100,24.8,366.0,2023-02-01 20:00:00
25.5,68,100,26.8,232.0,2023-02-01 21:00:00
25.0,71,100,25.9,94.0,2023-02-01 22:00:00
24.1,75,100,28.5,22.0,2023-02-01 23:00:00
24.0,75,100,23.5,0.0,2023-02-02 00:00:00
23.8,76,100,23.2,0.0,2023-02-02 01:00:00
23.7,77,100,22.6,0.0,2023-02-02 02:00:00
23.7,78,100,21.5,0.0,2023-02-02 03:00:00
23.6,79,100,20.5,0.0,2023-02-02 04:00:00
23.5,79,100,18.3,0.0,2023-02-02 05:00:00
23.5,78,100,17.7,0.0,2023-02-02 06:00:00
23.6,75,100,19.6,0.0,2023-02-02 07:00:00
23.3,79,100,16.5,0.0,2023-02-02 08:00:00
22.4,83,100,15.2,0.0,2023-02-02 09:00:00
22.1,86,100,13.0,13.0,2023-02-02 10:00:00
21.4,89,100,10.8,72.0,2023-02-02 11:00:00
22.9,80,98,8.1,167.0,2023-02-02 12:00:00
22.8,81,100,12.5,151.0,2023-02-02 13:00:00
22.4,86,100,11.5,322.0,2023-02-02 14:00:00
23.4,79,75,15.5,318.0,2023-02-02 15:00:00
25.2,70,40,19.7,782.0,2023-02-02 16:00:00
24.4,76,54,18.9,779.0,2023-02-02 17:00:00
25.1,72,66,17.3,718.0,2023-02-02 18:00:00
24.3,76,52,16.3,634.0,2023-02-02 19:00:00
24.4,74,71,13.6,505.0,2023-02-02 20:00:00
23.5,72,85,17.1,335.0,2023-02-02 21:00:00
22.9,77,68,11.9,154.0,2023-02-02 22:00:00
22.3,82,30,12.2,47.0,2023-02-02 23:00:00
22.0,79,32,24.2,0.0,2023-02-03 00:00:00
21.2,85,14,18.0,0.0,2023-02-03 01:00:00
21.1,87,11,16.0,0.0,2023-02-03 02:00:00
20.6,89,35,17.1,0.0,2023-02-03 03:00:00
20.7,88,52,18.2,0.0,2023-02-03 04:00:00
20.6,88,100,16.3,0.0,2023-02-03 05:00:00
20.4,90,100,16.6,0.0,2023-02-03 06:00:00
20.1,91,34,16.4,0.0,2023-02-03 07:00:00
19.8,89,70,17.9,0.0,2023-02-03 08:00:00
19.3,91,100,19.1,0.0,2023-02-03 09:00:00
19.3,90,45,22.1,12.0,2023-02-03 10:00:00
20.5,85,39,21.4,109.0,2023-02-03 11:00:00
22.7,77,47,20.9,332.0,2023-02-03 12:00:00
23.9,70,13,22.3,569.0,2023-02-03 13:00:00
25.0,64,22,22.2,770.0,2023-02-03 14:00:00
25.2,63,100,23.4,839.0,2023-02-03 15:00:00
25.3,60,50,25.5,807.0,2023-02-03 16:00:00
25.2,61,37,23.9,824.0,2023-02-03 17:00:00
25.1,59,23,23.6,638.0,2023-02-03 18:00:00
26.3,52,13,24.5,733.0,2023-02-03 19:00:00
25.6,52,13,28.2,627.0,2023-02-03 20:00:00
25.0,55,20,26.2,411.0,2023-02-03 21:00:00
24.1,60,24,24.2,217.0,2023-02-03 22:00:00
22.6,70,21,22.7,46.0,2023-02-03 23:00:00
22.4,72,9,19.9,0.0,2023-02-04 00:00:00
21.5,75,3,18.1,0.0,2023-02-04 01:00:00
20.8,78,4,17.7,0.0,2023-02-04 02:00:00
20.1,81,0,16.8,0.0,2023-02-04 03:00:00
19.6,83,0,15.3,0.0,2023-02-04 04:00:00
19.1,85,0,14.1,0.0,2023-02-04 05:00:00
18.6,87,0,14.3,0.0,2023-02-04 06:00:00
18.2,88,0,14.1,0.0,2023-02-04 07:00:00
17.8,88,0,14.4,0.0,2023-02-04 08:00:00
17.4,88,0,15.9,0.0,2023-02-04 09:00:00
17.4,86,0,15.1,25.0,2023-02-04 10:00:00
18.6,81,0,14.1,193.0,2023-02-04 11:00:00
20.5,72,0,13.7,418.0,2023-02-04 12:00:00
22.0,58,0,17.8,638.0,2023-02-04 13:00:00
23.2,51,0,18.2,823.0,2023-02-04 14:00:00
24.2,46,0,18.0,957.0,2023-02-04 15:00:00
25.3,42,0,18.0,1032.0,2023-02-04 16:00:00
26.0,39,0,17.7,1040.0,2023-02-04 17:00:00
26.6,37,0,18.0,980.0,2023-02-04 18:00:00
26.8,36,0,18.1,859.0,2023-02-04 19:00:00
26.9,36,0,18.5,686.0,2023-02-04 20:00:00
26.3,38,0,17.9,475.0,2023-02-04 21:00:00
25.3,44,0,15.1,250.0,2023-02-04 22:00:00
23.2,52,0,11.1,54.0,2023-02-04 23:00:00
22.1,60,0,11.4,0.0,2023-02-05 00:00:00
21.3,64,0,9.8,0.0,2023-02-05 01:00:00
20.9,69,0,11.8,0.0,2023-02-05 02:00:00
20.7,79,0,12.5,0.0,2023-02-05 03:00:00
20.3,82,0,9.6,0.0,2023-02-05 04:00:00
19.9,83,0,8.2,0.0,2023-02-05 05:00:00
19.3,86,0,6.2,0.0,2023-02-05 06:00:00
18.5,88,0,5.9,0.0,2023-02-05 07:00:00
17.7,91,0,7.1,0.0,2023-02-05 08:00:00
19.0,86,0,1.8,0.0,2023-02-05 09:00:00
18.0,92,11,4.9,22.0,2023-02-05 10:00:00
18.7,93,39,6.5,164.0,2023-02-05 11:00:00
21.5,82,3,6.6,409.0,2023-02-05 12:00:00
23.5,72,0,10.8,628.0,2023-02-05 13:00:00
24.7,63,0,13.7,810.0,2023-02-05 14:00:00
25.8,55,0,15.0,942.0,2023-02-05 15:00:00
26.8,53,0,14.7,1014.0,2023-02-05 16:00:00
27.8,50,35,13.2,1022.0,2023-02-05 17:00:00
28.5,45,20,13.3,893.0,2023-02-05 18:00:00
29.0,43,23,13.0,784.0,2023-02-05 19:00:00
28.7,46,21,13.4,640.0,2023-02-05 20:00:00
27.9,53,45,16.1,424.0,2023-02-05 21:00:00
26.8,62,0,18.5,215.0,2023-02-05 22:00:00
25.7,63,7,19.0,50.0,2023-02-05 23:00:00
25.6,64,0,17.1,0.0,2023-02-06 00:00:00
25.2,68,0,16.8,0.0,2023-02-06 01:00:00
25.0,66,97,18.1,0.0,2023-02-06 02:00:00
24.4,69,99,15.1,0.0,2023-02-06 03:00:00
24.0,69,100,15.6,0.0,2023-02-06 04:00:00
23.4,66,43,16.1,0.0,2023-02-06 05:00:00
22.8,66,96,14.6,0.0,2023-02-06 06:00:00
22.5,66,91,13.6,0.0,2023-02-06 07:00:00
22.0,68,69,11.6,0.0,2023-02-06 08:00:00
21.2,72,84,9.4,0.0,2023-02-06 09:00:00
21.2,73,38,8.7,20.0,2023-02-06 10:00:00
22.7,70,51,8.7,183.0,2023-02-06 11:00:00
24.5,60,0,9.8,399.0,2023-02-06 12:00:00
26.5,53,44,11.3,606.0,2023-02-06 13:00:00
27.9,49,7,12.9,777.0,2023-02-06 14:00:00
29.0,45,0,15.4,915.0,2023-02-06 15:00:00
30.0,42,0,16.6,989.0,2023-02-06 16:00:00
30.7,39,7,14.8,1011.0,2023-02-06 17:00:00
30.6,39,19,16.5,936.0,2023-02-06 18:00:00
30.2,39,42,16.3,773.0,2023-02-06 19:00:00
29.2,41,16,16.5,510.0,2023-02-06 20:00:00
29.4,42,52,9.8,432.0,2023-02-06 21:00:00
27.6,56,23,12.3,185.0,2023-02-06 22:00:00
26.0,67,31,6.0,43.0,2023-02-06 23:00:00
26.2,60,100,8.0,0.0,2023-02-07 00:00:00
25.9,63,92,6.5,0.0,2023-02-07 01:00:00
24.7,80,8,22.4,0.0,2023-02-07 02:00:00
24.2,85,67,18.8,0.0,2023-02-07 03:00:00
24.1,89,22,21.0,0.0,2023-02-07 04:00:00
24.0,84,0,18.8,0.0,2023-02-07 05:00:00
23.8,77,38,13.7,0.0,2023-02-07 06:00:00
23.7,75,21,12.4,0.0,2023-02-07 07:00:00
23.3,77,0,9.1,0.0,2023-02-07 08:00:00
23.1,75,10,9.9,0.0,2023-02-07 09:00:00
23.4,74,100,8.6,20.0,2023-02-07 10:00:00
24.4,70,100,12.6,113.0,2023-02-07 11:00:00
25.7,66,16,11.6,340.0,2023-02-07 12:00:00
26.6,64,3,13.4,604.0,2023-02-07 13:00:00
28.6,53,17,11.3,783.0,2023-02-07 14:00:00
30.1,48,3,12.2,913.0,2023-02-07 15:00:00
30.6,50,53,12.7,985.0,2023-02-07 16:00:00
30.6,52,51,11.0,864.0,2023-02-07 17:00:00
30.1,57,39,11.0,801.0,2023-02-07 18:00:00
30.1,55,43,10.0,680.0,2023-02-07 19:00:00
29.9,55,50,10.7,499.0,2023-02-07 20:00:00
28.5,64,79,14.1,297.0,2023-02-07 21:00:00
26.9,74,35,17.1,181.0,2023-02-07 22:00:00
25.8,76,32,18.8,42.0,2023-02-07 23:00:00
26.1,75,1,18.7,0.0,2023-02-08 00:00:00
25.7,77,0,21.8,0.0,2023-02-08 01:00:00
25.6,78,0,22.4,0.0,2023-02-08 02:00:00
25.8,74,0,20.8,0.0,2023-02-08 03:00:00
25.9,69,6,18.3,0.0,2023-02-08 04:00:00
25.8,68,64,16.1,0.0,2023-02-08 05:00:00
25.6,68,87,13.5,0.0,2023-02-08 06:00:00
25.1,73,95,9.2,0.0,2023-02-08 07:00:00
25.1,77,83,11.6,0.0,2023-02-08 08:00:00
24.7,76,100,10.1,0.0,2023-02-08 09:00:00
25.0,73,100,11.9,16.0,2023-02-08 10:00:00
26.2,67,100,15.2,140.0,2023-02-08 11:00:00
27.6,54,93,14.7,335.0,2023-02-08 12:00:00
29.5,48,99,14.1,611.0,2023-02-08 13:00:00
30.9,45,100,18.2,771.0,2023-02-08 14:00:00
30.7,45,100,12.8,723.0,2023-02-08 15:00:00
29.6,49,100,15.9,692.0,2023-02-08 16:00:00
27.8,54,100,9.0,213.0,2023-02-08 17:00:00
29.7,48,100,3.4,655.0,2023-02-08 18:00:00
29.4,51,100,6.2,386.0,2023-02-08 19:00:00
28.2,65,71,12.0,360.0,2023-02-08 20:00:00
27.9,64,65,10.5,332.0,2023-02-08 21:00:00
27.5,63,11,9.0,201.0,2023-02-08 22:00:00
26.2,76,5,2.5,42.0,2023-02-08 23:00:00
25.1,77,4,9.0,0.0,2023-02-09 00:00:00
24.8,86,12,14.8,0.0,2023-02-09 01:00:00
24.9,85,0,10.5,0.0,2023-02-09 02:00:00
24.6,87,0,8.3,0.0,2023-02-09 03:00:00
24.3,91,0,7.9,0.0,2023-02-09 04:00:00
23.9,92,0,5.8,0.0,2023-02-09 05:00:00
23.0,94,0,5.7,0.0,2023-02-09 06:00:00
22.6,95,0,4.5,0.0,2023-02-09 07:00:00
22.3,95,0,5.2,0.0,2023-02-09 08:00:00
21.9,94,9,4.9,0.0,2023-02-09 09:00:00
22.6,92,13,6.8,18.0,2023-02-09 10:00:00
24.8,86,0,8.2,175.0,2023-02-09 11:00:00
26.0,75,0,6.0,396.0,2023-02-09 12:00:00
28.4,59,0,7.3,601.0,2023-02-09 13:00:00
29.7,53,0,6.1,782.0,2023-02-09 14:00:00
30.0,57,3,9.8,914.0,2023-02-09 15:00:00
29.6,62,15,15.2,957.0,2023-02-09 16:00:00
29.8,58,25,16.2,887.0,2023-02-09 17:00:00
30.4,53,33,13.7,774.0,2023-02-09 18:00:00
31.2,44,49,12.1,659.0,2023-02-09 19:00:00
31.2,39,41,11.6,514.0,2023-02-09 20:00:00
30.5,41,34,10.3,353.0,2023-02-09 21:00:00
28.7,50,15,11.2,179.0,2023-02-09 22:00:00
26.7,65,13,12.4,40.0,2023-02-09 23:00:00
