temperature_2m,relativehumidity_2m,cloudcover,windspeed_10m,shortwave_radiation,ts
12.8,82,0,7.6,0.0,2023-11-05 08:00:00
12.9,83,30,7.3,1.0,2023-11-05 09:00:00
14.8,80,82,10.9,86.0,2023-11-05 10:00:00
16.6,76,88,11.6,278.0,2023-11-05 11:00:00
18.1,69,76,15.1,492.0,2023-11-05 12:00:00
20.2,60,47,20.5,689.0,2023-11-05 13:00:00
21.4,53,50,21.6,871.0,2023-11-05 14:00:00
22.1,49,100,20.2,974.0,2023-11-05 15:00:00
22.6,46,91,18.8,994.0,2023-11-05 16:00:00
22.6,47,99,17.7,944.0,2023-11-05 17:00:00
22.5,47,100,17.6,771.0,2023-11-05 18:00:00
22.3,46,100,17.8,570.0,2023-11-05 19:00:00
22.2,47,100,16.3,398.0,2023-11-05 20:00:00
21.9,53,1,11.9,274.0,2023-11-05 21:00:00
20.1,63,0,8.7,132.0,2023-11-05 22:00:00
18.1,75,0,12.0,7.0,2023-11-05 23:00:00
17.6,75,0,10.1,0.0,2023-11-06 00:00:00
17.4,82,0,13.3,0.0,2023-11-06 01:00:00
17.8,80,0,12.0,0.0,2023-11-06 02:00:00
17.9,75,0,13.3,0.0,2023-11-06 03:00:00
17.5,77,0,13.0,0.0,2023-11-06 04:00:00
17.0,79,0,12.9,0.0,2023-11-06 05:00:00
16.5,81,0,11.6,0.0,2023-11-06 06:00:00
16.0,83,0,10.1,0.0,2023-11-06 07:00:00
15.6,85,0,9.1,0.0,2023-11-06 08:00:00
15.7,86,0,9.0,1.0,2023-11-06 09:00:00
17.3,84,0,13.4,90.0,2023-11-06 10:00:00
18.4,78,0,16.8,295.0,2023-11-06 11:00:00
19.0,74,0,18.8,515.0,2023-11-06 12:00:00
20.1,66,0,17.2,720.0,2023-11-06 13:00:00
21.2,63,0,15.9,881.0,2023-11-06 14:00:00
22.2,61,0,14.9,988.0,2023-11-06 15:00:00
23.2,51,0,14.5,1031.0,2023-11-06 16:00:00
23.6,51,0,13.4,1008.0,2023-11-06 17:00:00
23.5,55,0,15.6,916.0,2023-11-06 18:00:00
23.2,56,0,19.1,767.0,2023-11-06 19:00:00
23.0,59,0,19.8,572.0,2023-11-06 20:00:00
22.0,67,0,20.2,352.0,2023-11-06 21:00:00
20.6,71,0,20.9,137.0,2023-11-06 22:00:00
19.8,77,0,18.5,7.0,2023-11-06 23:00:00
20.8,74,0,18.5,0.0,2023-11-07 00:00:00
20.7,69,0,20.7,0.0,2023-11-07 01:00:00
20.1,70,0,20.1,0.0,2023-11-07 02:00:00
19.7,71,0,19.8,0.0,2023-11-07 03:00:00
19.5,72,0,19.0,0.0,2023-11-07 04:00:00
19.1,76,0,18.4,0.0,2023-11-07 05:00:00
18.7,80,0,17.3,0.0,2023-11-07 06:00:00
18.3,85,0,16.3,0.0,2023-11-07 07:00:00
18.1,87,0,15.8,0.0,2023-11-07 08:00:00
18.0,88,0,16.6,1.0,2023-11-07 09:00:00
18.9,85,0,19.9,93.0,2023-11-07 10:00:00
19.8,82,0,20.2,299.0,2023-11-07 11:00:00
20.9,78,0,20.8,517.0,2023-11-07 12:00:00
22.4,72,0,18.5,715.0,2023-11-07 13:00:00
23.8,70,0,18.3,871.0,2023-11-07 14:00:00
25.8,64,0,17.9,964.0,2023-11-07 15:00:00
27.0,61,11,17.7,998.0,2023-11-07 16:00:00
27.7,60,36,18.4,953.0,2023-11-07 17:00:00
27.5,62,91,15.4,651.0,2023-11-07 18:00:00
26.1,71,97,9.7,323.0,2023-11-07 19:00:00
24.3,80,49,17.0,117.0,2023-11-07 20:00:00
25.0,76,51,11.2,287.0,2023-11-07 21:00:00
23.7,83,34,6.7,101.0,2023-11-07 22:00:00
22.3,88,32,3.6,6.0,2023-11-07 23:00:00
22.6,87,42,6.5,0.0,2023-11-08 00:00:00
21.6,90,15,28.0,0.0,2023-11-08 01:00:00
21.7,90,7,26.3,0.0,2023-11-08 02:00:00
21.3,88,0,27.6,0.0,2023-11-08 03:00:00
20.7,78,0,24.3,0.0,2023-11-08 04:00:00
19.4,72,1,19.7,0.0,2023-11-08 05:00:00
17.9,73,32,20.0,0.0,2023-11-08 06:00:00
17.4,76,87,22.1,0.0,2023-11-08 07:00:00
17.3,78,89,18.4,0.0,2023-11-08 08:00:00
16.9,75,85,13.8,1.0,2023-11-08 09:00:00
17.3,72,43,12.0,73.0,2023-11-08 10:00:00
18.4,68,63,9.4,263.0,2023-11-08 11:00:00
19.4,64,63,9.8,400.0,2023-11-08 12:00:00
21.9,46,14,8.7,595.0,2023-11-08 13:00:00
23.3,42,21,9.4,863.0,2023-11-08 14:00:00
24.1,38,23,7.8,959.0,2023-11-08 15:00:00
24.6,37,67,5.2,1003.0,2023-11-08 16:00:00
24.7,35,100,2.9,902.0,2023-11-08 17:00:00
24.7,34,89,5.5,759.0,2023-11-08 18:00:00
24.6,35,4,7.9,644.0,2023-11-08 19:00:00
24.5,37,1,10.6,581.0,2023-11-08 20:00:00
23.8,40,7,13.2,357.0,2023-11-08 21:00:00
21.9,52,3,11.4,142.0,2023-11-08 22:00:00
19.6,60,0,12.4,9.0,2023-11-08 23:00:00
18.5,60,0,12.4,0.0,2023-11-09 00:00:00
18.0,57,0,9.6,0.0,2023-11-09 01:00:00
16.7,66,0,7.1,0.0,2023-11-09 02:00:00
15.9,74,0,9.7,0.0,2023-11-09 03:00:00
16.1,69,0,6.8,0.0,2023-11-09 04:00:00
15.8,59,0,25.9,0.0,2023-11-09 05:00:00
14.3,65,0,20.9,0.0,2023-11-09 06:00:00
13.8,67,0,19.1,0.0,2023-11-09 07:00:00
13.6,68,0,16.4,0.0,2023-11-09 08:00:00
13.6,72,0,13.8,1.0,2023-11-09 09:00:00
14.9,73,0,15.6,99.0,2023-11-09 10:00:00
16.8,70,0,15.6,307.0,2023-11-09 11:00:00
18.4,63,0,18.0,529.0,2023-11-09 12:00:00
20.3,55,0,15.3,729.0,2023-11-09 13:00:00
20.8,54,0,18.1,887.0,2023-11-09 14:00:00
21.4,46,0,18.4,991.0,2023-11-09 15:00:00
22.2,36,0,17.9,1034.0,2023-11-09 16:00:00
22.5,32,0,17.0,1015.0,2023-11-09 17:00:00
22.7,29,0,17.3,932.0,2023-11-09 18:00:00
22.7,29,13,18.5,782.0,2023-11-09 19:00:00
22.2,31,1,19.6,587.0,2023-11-09 20:00:00
21.6,31,0,20.2,366.0,2023-11-09 21:00:00
19.9,40,51,15.0,148.0,2023-11-09 22:00:00
18.3,48,92,16.5,10.0,2023-11-09 23:00:00
17.6,60,100,21.8,0.0,2023-11-10 00:00:00
17.6,71,100,24.1,0.0,2023-11-10 01:00:00
17.7,72,100,25.6,0.0,2023-11-10 02:00:00
17.8,72,100,24.5,0.0,2023-11-10 03:00:00
17.4,68,100,22.0,0.0,2023-11-10 04:00:00
16.8,68,95,20.3,0.0,2023-11-10 05:00:00
16.5,69,42,20.5,0.0,2023-11-10 06:00:00
16.2,70,84,19.3,0.0,2023-11-10 07:00:00
16.1,69,29,20.6,0.0,2023-11-10 08:00:00
15.8,67,100,21.7,2.0,2023-11-10 09:00:00
16.6,62,19,25.9,68.0,2023-11-10 10:00:00
17.5,57,100,27.5,300.0,2023-11-10 11:00:00
18.4,55,93,26.6,470.0,2023-11-10 12:00:00
18.5,59,71,21.2,405.0,2023-11-10 13:00:00
19.6,58,98,22.1,555.0,2023-11-10 14:00:00
20.2,63,100,30.9,778.0,2023-11-10 15:00:00
19.2,73,100,28.9,298.0,2023-11-10 16:00:00
18.9,88,100,19.4,242.0,2023-11-10 17:00:00
18.1,93,100,19.4,77.0,2023-11-10 18:00:00
18.0,94,100,22.3,101.0,2023-11-10 19:00:00
19.0,92,100,16.6,101.0,2023-11-10 20:00:00
19.0,94,100,19.6,69.0,2023-11-10 21:00:00
19.3,92,100,18.8,30.0,2023-11-10 22:00:00
19.5,90,100,21.0,2.0,2023-11-10 23:00:00
19.4,92,99,21.7,0.0,2023-11-11 00:00:00
19.8,94,100,18.9,0.0,2023-11-11 01:00:00
20.6,93,100,25.6,0.0,2023-11-11 02:00:00
21.1,92,100,24.9,0.0,2023-11-11 03:00:00
21.1,93,100,20.0,0.0,2023-11-11 04:00:00
20.8,95,100,18.7,0.0,2023-11-11 05:00:00
20.8,95,100,18.2,0.0,2023-11-11 06:00:00
20.4,97,100,15.9,0.0,2023-11-11 07:00:00
20.5,95,24,13.1,0.0,2023-11-11 08:00:00
19.9,98,100,14.5,1.0,2023-11-11 09:00:00
20.5,96,34,14.7,43.0,2023-11-11 10:00:00
20.8,91,8,23.1,259.0,2023-11-11 11:00:00
20.7,79,0,27.1,522.0,2023-11-11 12:00:00
19.1,77,38,24.3,515.0,2023-11-11 13:00:00
20.9,70,7,20.9,834.0,2023-11-11 14:00:00
22.0,68,1,17.6,954.0,2023-11-11 15:00:00
23.5,66,0,14.9,1030.0,2023-11-11 16:00:00
24.6,64,0,13.5,1007.0,2023-11-11 17:00:00
25.5,62,0,13.4,918.0,2023-11-11 18:00:00
25.9,60,0,12.7,772.0,2023-11-11 19:00:00
25.7,61,0,9.1,581.0,2023-11-11 20:00:00
25.3,62,0,8.0,365.0,2023-11-11 21:00:00
23.7,81,1,4.2,150.0,2023-11-11 22:00:00
22.8,75,2,1.3,11.0,2023-11-11 23:00:00
21.9,81,2,0.8,0.0,2023-11-12 00:00:00
19.8,86,0,8.9,0.0,2023-11-12 01:00:00
20.4,82,0,6.6,0.0,2023-11-12 02:00:00
20.1,84,0,5.8,0.0,2023-11-12 03:00:00
17.5,92,0,7.2,0.0,2023-11-12 04:00:00
16.7,94,0,5.8,0.0,2023-11-12 05:00:00
16.2,95,0,6.2,0.0,2023-11-12 06:00:00
17.3,90,0,5.1,0.0,2023-11-12 07:00:00
17.5,89,0,4.7,0.0,2023-11-12 08:00:00
16.1,93,0,7.0,2.0,2023-11-12 09:00:00
17.7,91,1,19.6,106.0,2023-11-12 10:00:00
20.2,83,15,14.1,304.0,2023-11-12 11:00:00
20.9,70,7,28.4,512.0,2023-11-12 12:00:00
21.0,65,27,28.0,687.0,2023-11-12 13:00:00
22.3,58,9,23.1,881.0,2023-11-12 14:00:00
23.1,55,1,20.5,968.0,2023-11-12 15:00:00
23.9,53,59,21.7,1012.0,2023-11-12 16:00:00
23.6,55,52,22.3,908.0,2023-11-12 17:00:00
23.3,60,64,21.3,815.0,2023-11-12 18:00:00
22.5,63,94,21.8,650.0,2023-11-12 19:00:00
21.8,65,100,21.5,389.0,2023-11-12 20:00:00
19.9,68,100,18.7,128.0,2023-11-12 21:00:00
19.1,73,100,20.9,58.0,2023-11-12 22:00:00
16.7,67,100,30.1,2.0,2023-11-12 23:00:00
15.3,76,96,24.1,0.0,2023-11-13 00:00:00
16.5,62,75,24.8,0.0,2023-11-13 01:00:00
16.1,62,57,22.2,0.0,2023-11-13 02:00:00
15.7,68,51,20.4,0.0,2023-11-13 03:00:00
15.4,71,8,19.4,0.0,2023-11-13 04:00:00
14.7,73,3,19.4,0.0,2023-11-13 05:00:00
14.2,75,10,19.7,0.0,2023-11-13 06:00:00
14.0,78,28,21.6,0.0,2023-11-13 07:00:00
13.8,79,28,22.5,0.0,2023-11-13 08:00:00
13.5,79,18,25.2,2.0,2023-11-13 09:00:00
14.3,77,5,24.9,91.0,2023-11-13 10:00:00
15.6,72,27,26.7,298.0,2023-11-13 11:00:00
17.1,69,19,27.7,501.0,2023-11-13 12:00:00
17.8,59,92,26.4,621.0,2023-11-13 13:00:00
18.2,52,100,27.2,676.0,2023-11-13 14:00:00
18.5,47,42,26.3,741.0,2023-11-13 15:00:00
18.8,47,41,24.8,849.0,2023-11-13 16:00:00
19.1,46,67,25.8,884.0,2023-11-13 17:00:00
19.1,46,82,24.3,722.0,2023-11-13 18:00:00
18.7,44,98,24.8,570.0,2023-11-13 19:00:00
18.1,45,98,22.2,426.0,2023-11-13 20:00:00
17.8,46,65,19.9,323.0,2023-11-13 21:00:00
16.7,52,33,16.1,144.0,2023-11-13 22:00:00
15.5,56,4,15.0,11.0,2023-11-13 23:00:00
14.9,63,3,14.1,0.0,2023-11-14 00:00:00
14.8,64,75,13.2,0.0,2023-11-14 01:00:00
14.6,64,64,12.5,0.0,2023-11-14 02:00:00
15.0,71,0,13.9,0.0,2023-11-14 03:00:00
14.9,76,18,9.2,0.0,2023-11-14 04:00:00
14.7,80,31,8.2,0.0,2023-11-14 05:00:00
14.5,84,13,7.3,0.0,2023-11-14 06:00:00
14.7,85,0,7.8,0.0,2023-11-14 07:00:00
13.9,87,0,6.6,0.0,2023-11-14 08:00:00
13.4,89,0,6.0,3.0,2023-11-14 09:00:00
15.6,86,5,8.2,107.0,2023-11-14 10:00:00
17.8,82,23,8.8,316.0,2023-11-14 11:00:00
19.3,73,24,9.6,528.0,2023-11-14 12:00:00
19.5,72,0,5.5,739.0,2023-11-14 13:00:00
20.6,70,0,7.2,896.0,2023-11-14 14:00:00
21.5,69,0,9.0,1000.0,2023-11-14 15:00:00
22.1,70,0,11.1,1041.0,2023-11-14 16:00:00
22.0,71,1,15.4,1016.0,2023-11-14 17:00:00
21.8,67,0,16.8,910.0,2023-11-14 18:00:00
21.9,62,7,14.5,777.0,2023-11-14 19:00:00
22.4,54,32,12.7,592.0,2023-11-14 20:00:00
21.6,66,48,16.0,376.0,2023-11-14 21:00:00
19.7,80,93,17.4,158.0,2023-11-14 22:00:00
18.9,84,100,17.3,14.0,2023-11-14 23:00:00
18.9,83,100,17.4,0.0,2023-11-15 00:00:00
18.6,77,19,18.0,0.0,2023-11-15 01:00:00
18.4,80,26,17.3,0.0,2023-11-15 02:00:00
18.3,80,43,18.9,0.0,2023-11-15 03:00:00
18.2,80,16,17.7,0.0,2023-11-15 04:00:00
17.6,81,15,12.6,0.0,2023-11-15 05:00:00
17.4,84,45,11.9,0.0,2023-11-15 06:00:00
17.2,87,61,8.7,0.0,2023-11-15 07:00:00
17.6,89,62,10.1,0.0,2023-11-15 08:00:00
18.0,90,7,12.2,2.0,2023-11-15 09:00:00
19.2,88,72,17.4,100.0,2023-11-15 10:00:00
20.0,85,100,13.5,243.0,2023-11-15 11:00:00
20.6,82,100,12.7,345.0,2023-11-15 12:00:00
21.6,79,37,15.1,635.0,2023-11-15 13:00:00
22.0,78,44,13.8,834.0,2023-11-15 14:00:00
22.4,75,57,16.1,923.0,2023-11-15 15:00:00
22.9,75,76,12.9,932.0,2023-11-15 16:00:00
23.6,74,64,9.2,966.0,2023-11-15 17:00:00
23.7,74,50,8.7,779.0,2023-11-15 18:00:00
23.8,76,48,9.0,656.0,2023-11-15 19:00:00
23.5,79,66,8.4,469.0,2023-11-15 20:00:00
23.3,78,96,6.1,339.0,2023-11-15 21:00:00
22.9,75,100,6.1,77.0,2023-11-15 22:00:00
21.8,81,19,5.2,11.0,2023-11-15 23:00:00
20.8,79,5,7.6,0.0,2023-11-16 00:00:00
19.2,87,18,6.6,0.0,2023-11-16 01:00:00
18.6,88,16,8.1,0.0,2023-11-16 02:00:00
18.3,88,4,7.2,0.0,2023-11-16 03:00:00
18.2,88,0,11.6,0.0,2023-11-16 04:00:00
18.5,76,9,21.7,0.0,2023-11-16 05:00:00
17.3,46,1,18.2,0.0,2023-11-16 06:00:00
15.8,45,7,14.4,0.0,2023-11-16 07:00:00
14.9,46,0,13.6,0.0,2023-11-16 08:00:00
14.3,47,0,13.2,3.0,2023-11-16 09:00:00
15.7,48,0,17.3,115.0,2023-11-16 10:00:00
17.7,48,0,20.9,329.0,2023-11-16 11:00:00
19.3,43,0,24.9,551.0,2023-11-16 12:00:00
20.7,42,0,23.6,750.0,2023-11-16 13:00:00
21.7,41,0,22.5,910.0,2023-11-16 14:00:00
22.6,39,0,22.6,1017.0,2023-11-16 15:00:00
23.2,38,0,22.5,1061.0,2023-11-16 16:00:00
23.6,36,0,21.2,1037.0,2023-11-16 17:00:00
23.9,35,0,20.4,950.0,2023-11-16 18:00:00
23.8,34,0,20.0,804.0,2023-11-16 19:00:00
23.6,34,0,19.2,612.0,2023-11-16 20:00:00
22.8,37,0,16.3,393.0,2023-11-16 21:00:00
21.0,51,0,8.0,171.0,2023-11-16 22:00:00
18.4,66,0,8.4,17.0,2023-11-16 23:00:00
19.1,54,0,5.4,0.0,2023-11-17 00:00:00
18.2,56,0,6.3,0.0,2023-11-17 01:00:00
18.5,51,0,4.8,0.0,2023-11-17 02:00:00
16.9,62,0,7.0,0.0,2023-11-17 03:00:00
17.9,56,0,5.1,0.0,2023-11-17 04:00:00
15.0,75,0,10.6,0.0,2023-11-17 05:00:00
14.6,81,0,9.8,0.0,2023-11-17 06:00:00
13.8,81,0,9.3,0.0,2023-11-17 07:00:00
13.5,80,0,11.2,0.0,2023-11-17 08:00:00
15.4,77,0,8.4,4.0,2023-11-17 09:00:00
19.0,79,29,11.4,117.0,2023-11-17 10:00:00
21.4,70,87,13.9,331.0,2023-11-17 11:00:00
22.7,59,100,18.2,534.0,2023-11-17 12:00:00
23.6,52,2,25.8,755.0,2023-11-17 13:00:00
24.6,48,0,27.3,917.0,2023-11-17 14:00:00
25.6,46,38,25.8,1010.0,2023-11-17 15:00:00
26.7,42,0,28.9,1043.0,2023-11-17 16:00:00
27.1,44,58,27.9,1012.0,2023-11-17 17:00:00
27.2,47,99,26.8,894.0,2023-11-17 18:00:00
26.6,49,100,24.3,441.0,2023-11-17 19:00:00
26.0,52,100,15.5,328.0,2023-11-17 20:00:00
24.5,66,100,7.0,90.0,2023-11-17 21:00:00
23.6,73,100,3.0,90.0,2023-11-17 22:00:00
22.1,75,100,5.5,5.0,2023-11-17 23:00:00
21.4,80,100,4.7,0.0,2023-11-18 00:00:00
19.4,82,100,14.0,0.0,2023-11-18 01:00:00
19.6,83,91,19.1,0.0,2023-11-18 02:00:00
19.6,83,59,23.1,0.0,2023-11-18 03:00:00
19.0,84,46,18.1,0.0,2023-11-18 04:00:00
17.2,90,99,26.3,0.0,2023-11-18 05:00:00
16.7,91,41,19.0,0.0,2023-11-18 06:00:00
16.4,89,45,21.7,0.0,2023-11-18 07:00:00
15.8,88,2,17.3,0.0,2023-11-18 08:00:00
15.3,85,1,21.5,4.0,2023-11-18 09:00:00
15.6,64,0,27.3,116.0,2023-11-18 10:00:00
16.3,50,0,22.6,336.0,2023-11-18 11:00:00
16.6,38,0,33.8,562.0,2023-11-18 12:00:00
17.3,37,0,27.5,761.0,2023-11-18 13:00:00
17.8,35,0,25.8,922.0,2023-11-18 14:00:00
18.4,35,0,24.5,1028.0,2023-11-18 15:00:00
19.2,33,0,25.8,1068.0,2023-11-18 16:00:00
20.0,32,11,27.7,1041.0,2023-11-18 17:00:00
20.6,31,5,27.1,948.0,2023-11-18 18:00:00
20.7,31,49,26.9,801.0,2023-11-18 19:00:00
20.3,32,99,23.4,583.0,2023-11-18 20:00:00
19.7,36,100,18.5,306.0,2023-11-18 21:00:00
18.5,46,100,12.5,153.0,2023-11-18 22:00:00
16.9,52,100,11.3,13.0,2023-11-18 23:00:00
16.3,53,100,10.5,0.0,2023-11-19 00:00:00
15.7,51,98,12.2,0.0,2023-11-19 01:00:00
15.4,51,92,12.4,0.0,2023-11-19 02:00:00
14.9,53,39,11.2,0.0,2023-11-19 03:00:00
14.2,56,0,9.7,0.0,2023-11-19 04:00:00
14.1,55,0,12.5,0.0,2023-11-19 05:00:00
13.8,55,0,16.6,0.0,2023-11-19 06:00:00
13.4,56,0,18.9,0.0,2023-11-19 07:00:00
13.3,54,0,17.9,0.0,2023-11-19 08:00:00
13.6,53,0,16.8,4.0,2023-11-19 09:00:00
15.3,53,0,18.0,117.0,2023-11-19 10:00:00
16.8,54,0,20.4,329.0,2023-11-19 11:00:00
19.1,50,0,21.7,551.0,2023-11-19 12:00:00
22.0,41,43,23.1,751.0,2023-11-19 13:00:00
23.7,37,91,25.3,910.0,2023-11-19 14:00:00
24.7,35,96,26.0,1013.0,2023-11-19 15:00:00
25.5,34,100,24.8,1049.0,2023-11-19 16:00:00
26.1,34,100,24.6,1001.0,2023-11-19 17:00:00
26.3,33,100,24.0,878.0,2023-11-19 18:00:00
26.5,33,98,22.2,780.0,2023-11-19 19:00:00
26.3,34,99,19.5,601.0,2023-11-19 20:00:00
25.5,39,4,13.9,385.0,2023-11-19 21:00:00
23.4,58,0,5.7,176.0,2023-11-19 22:00:00
23.5,46,0,5.4,20.0,2023-11-19 23:00:00
22.4,49,0,1.0,0.0,2023-11-20 00:00:00
21.0,46,0,3.1,0.0,2023-11-20 01:00:00
19.3,58,0,5.9,0.0,2023-11-20 02:00:00
18.3,70,0,9.0,0.0,2023-11-20 03:00:00
17.9,78,0,10.4,0.0,2023-11-20 04:00:00
18.5,76,0,9.4,0.0,2023-11-20 05:00:00
18.7,66,0,13.7,0.0,2023-11-20 06:00:00
17.9,72,90,15.3,0.0,2023-11-20 07:00:00
17.5,72,99,14.7,0.0,2023-11-20 08:00:00
17.5,69,99,14.2,4.0,2023-11-20 09:00:00
19.3,66,97,16.4,110.0,2023-11-20 10:00:00
21.4,63,89,17.5,317.0,2023-11-20 11:00:00
23.1,58,85,21.6,536.0,2023-11-20 12:00:00
24.4,55,70,22.7,701.0,2023-11-20 13:00:00
25.9,50,75,25.9,886.0,2023-11-20 14:00:00
27.6,40,39,29.6,990.0,2023-11-20 15:00:00
28.7,32,50,31.1,1032.0,2023-11-20 16:00:00
29.5,29,11,30.5,1015.0,2023-11-20 17:00:00
29.7,31,17,30.0,930.0,2023-11-20 18:00:00
29.7,31,13,29.1,763.0,2023-11-20 19:00:00
29.4,32,15,27.4,592.0,2023-11-20 20:00:00
28.4,41,11,18.7,392.0,2023-11-20 21:00:00
26.6,47,30,12.4,175.0,2023-11-20 22:00:00
24.6,50,65,11.8,19.0,2023-11-20 23:00:00
24.3,52,89,10.5,0.0,2023-11-21 00:00:00
23.9,51,100,13.1,0.0,2023-11-21 01:00:00
23.8,50,84,17.0,0.0,2023-11-21 02:00:00
23.2,54,13,15.5,0.0,2023-11-21 03:00:00
22.6,56,14,15.8,0.0,2023-11-21 04:00:00
21.9,58,42,15.5,0.0,2023-11-21 05:00:00
21.2,61,17,11.9,0.0,2023-11-21 06:00:00
20.6,63,0,11.1,0.0,2023-11-21 07:00:00
20.0,64,0,10.4,0.0,2023-11-21 08:00:00
19.3,65,0,9.5,4.0,2023-11-21 09:00:00
20.6,64,0,8.4,113.0,2023-11-21 10:00:00
22.9,61,12,7.7,315.0,2023-11-21 11:00:00
25.2,57,29,10.8,523.0,2023-11-21 12:00:00
26.9,41,48,26.8,691.0,2023-11-21 13:00:00
26.5,43,80,22.9,690.0,2023-11-21 14:00:00
26.0,33,47,23.9,659.0,2023-11-21 15:00:00
26.7,30,83,24.7,903.0,2023-11-21 16:00:00
25.2,35,75,23.9,733.0,2023-11-21 17:00:00
24.5,38,100,22.2,615.0,2023-11-21 18:00:00
22.3,50,100,16.9,215.0,2023-11-21 19:00:00
21.8,53,83,11.5,227.0,2023-11-21 20:00:00
20.5,56,99,14.6,136.0,2023-11-21 21:00:00
19.0,68,100,8.0,57.0,2023-11-21 22:00:00
18.4,80,87,5.8,3.0,2023-11-21 23:00:00
18.0,79,100,6.5,0.0,2023-11-22 00:00:00
18.2,94,100,7.6,0.0,2023-11-22 01:00:00
17.8,92,8,12.7,0.0,2023-11-22 02:00:00
16.9,92,0,12.3,0.0,2023-11-22 03:00:00
16.6,92,0,17.4,0.0,2023-11-22 04:00:00
16.4,92,2,15.0,0.0,2023-11-22 05:00:00
16.5,92,24,19.6,0.0,2023-11-22 06:00:00
16.5,84,37,22.9,0.0,2023-11-22 07:00:00
16.1,78,99,20.4,0.0,2023-11-22 08:00:00
16.8,72,98,20.1,4.0,2023-11-22 09:00:00
18.2,63,1,19.5,84.0,2023-11-22 10:00:00
19.6,56,0,22.9,328.0,2023-11-22 11:00:00
19.7,57,0,25.0,550.0,2023-11-22 12:00:00
21.1,48,0,23.5,749.0,2023-11-22 13:00:00
21.7,44,0,22.6,908.0,2023-11-22 14:00:00
22.3,41,0,19.9,1015.0,2023-11-22 15:00:00
22.9,37,0,18.8,1061.0,2023-11-22 16:00:00
23.3,36,0,17.1,1041.0,2023-11-22 17:00:00
23.7,39,0,13.7,956.0,2023-11-22 18:00:00
23.7,41,0,13.9,812.0,2023-11-22 19:00:00
23.3,41,0,14.8,624.0,2023-11-22 20:00:00
22.2,46,0,18.4,407.0,2023-11-22 21:00:00
20.6,58,0,18.4,188.0,2023-11-22 22:00:00
19.5,68,0,16.9,24.0,2023-11-22 23:00:00
19.0,72,0,10.8,0.0,2023-11-23 00:00:00
19.3,73,0,10.6,0.0,2023-11-23 01:00:00
19.2,76,0,10.6,0.0,2023-11-23 02:00:00
19.2,75,0,11.0,0.0,2023-11-23 03:00:00
19.3,68,0,14.1,0.0,2023-11-23 04:00:00
19.4,70,0,13.9,0.0,2023-11-23 05:00:00
18.9,73,0,13.0,0.0,2023-11-23 06:00:00
17.7,75,2,12.0,0.0,2023-11-23 07:00:00
16.9,74,26,12.7,0.0,2023-11-23 08:00:00
15.7,77,13,13.3,4.0,2023-11-23 09:00:00
17.2,76,3,12.7,107.0,2023-11-23 10:00:00
19.8,69,19,11.7,318.0,2023-11-23 11:00:00
22.0,62,13,12.3,533.0,2023-11-23 12:00:00
24.0,57,78,15.7,628.0,2023-11-23 13:00:00
25.4,51,100,16.6,782.0,2023-11-23 14:00:00
26.5,44,56,17.0,840.0,2023-11-23 15:00:00
27.7,34,0,18.6,1001.0,2023-11-23 16:00:00
28.5,26,0,19.7,1029.0,2023-11-23 17:00:00
28.8,24,0,21.9,951.0,2023-11-23 18:00:00
28.5,25,0,23.2,812.0,2023-11-23 19:00:00
28.0,24,0,23.0,625.0,2023-11-23 20:00:00
27.2,25,1,19.5,410.0,2023-11-23 21:00:00
24.9,37,0,12.7,192.0,2023-11-23 22:00:00
22.0,43,0,11.9,26.0,2023-11-23 23:00:00
20.7,44,0,11.3,0.0,2023-11-24 00:00:00
19.8,48,0,8.3,0.0,2023-11-24 01:00:00
18.9,50,0,8.7,0.0,2023-11-24 02:00:00
18.3,48,0,18.1,0.0,2023-11-24 03:00:00
17.6,65,0,26.8,0.0,2023-11-24 04:00:00
16.1,66,0,23.2,0.0,2023-11-24 05:00:00
15.3,65,0,20.2,0.0,2023-11-24 06:00:00
14.8,67,0,18.9,0.0,2023-11-24 07:00:00
14.2,71,0,16.8,0.0,2023-11-24 08:00:00
14.0,74,0,15.8,5.0,2023-11-24 09:00:00
15.3,71,0,14.4,122.0,2023-11-24 10:00:00
17.2,65,0,14.6,333.0,2023-11-24 11:00:00
19.0,60,0,15.2,552.0,2023-11-24 12:00:00
21.3,56,0,13.4,747.0,2023-11-24 13:00:00
21.8,55,0,12.6,904.0,2023-11-24 14:00:00
22.1,56,0,12.2,1009.0,2023-11-24 15:00:00
22.2,57,1,14.3,1051.0,2023-11-24 16:00:00
21.9,57,0,17.6,1026.0,2023-11-24 17:00:00
22.0,57,2,17.4,939.0,2023-11-24 18:00:00
22.6,54,62,17.2,799.0,2023-11-24 19:00:00
22.0,53,79,20.0,613.0,2023-11-24 20:00:00
21.2,54,96,20.0,400.0,2023-11-24 21:00:00
20.8,57,97,20.5,165.0,2023-11-24 22:00:00
19.9,57,84,19.1,22.0,2023-11-24 23:00:00
19.8,57,86,18.4,0.0,2023-11-25 00:00:00
19.5,58,27,20.2,0.0,2023-11-25 01:00:00
19.2,62,30,19.3,0.0,2023-11-25 02:00:00
18.9,63,94,19.3,0.0,2023-11-25 03:00:00
18.4,60,90,17.4,0.0,2023-11-25 04:00:00
18.0,60,100,17.2,0.0,2023-11-25 05:00:00
17.4,64,100,14.8,0.0,2023-11-25 06:00:00
16.9,70,100,14.2,0.0,2023-11-25 07:00:00
